Airport name,Year,January,February,March,April,May,June,July,August,September,October,November,December,Whole year,Airport coordinates
Tomsk (Bogashevo),2019,107.75,140.09,153.51,146.75,140.5,138.15,142.18,158.62,159.24,165.32,165.46,212.46,1830.03,"(Decimal('85.209517'), Decimal('56.388412'))"
Tugur,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.832992'), Decimal('53.775856'))"
Travel (Mountain),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('100.430957'), Decimal('64.329908'))"
Turukhansk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('87.929463'), Decimal('65.795497'))"
Ust-Tsilma,2019,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,"(Decimal('124.760632'), Decimal('55.282031'))"
Tyumen (Plekhanovo),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.395861'), Decimal('57.168009'))"
Tyumen (Roschino),2019,238.3,241.6,297.2,291.3,258.1,273.8,296,321.8,346.5,300.7,322.9,369,3557.2,"(Decimal('65.348628'), Decimal('57.181514'))"
Uda,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Ulan Ude (Mukhino),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('107.443646'), Decimal('51.804919'))"
Ulyanovsk (Barataevka),2019,15.95,21.2,21.29,21.13,17.84,20.53,22.22,26.78,25.88,23.61,22.04,26.88,265.35,"(Decimal('48.798606'), Decimal('54.41412'))"
Ulyanovsk (East),2019,0,2.2,0.9,38.5,1.1,26.5,1.1,25.1,6.6,1.1,51.9,281,436,"(Decimal('48.798606'), Decimal('54.41412'))"
Nyagan,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('64.82368'), Decimal('60.117041'))"
Flora,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('134.439745'), Decimal('57.726967'))"
Urengoy,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('78.433372'), Decimal('65.963601'))"
Usinsk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('57.376287'), Decimal('66.00273'))"
Ust-Kamchatsk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('162.695013'), Decimal('56.237582'))"
Ust-Kara,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('64.954205'), Decimal('69.254814'))"
Ust-Kuyga,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('135.627498'), Decimal('70.006067'))"
Ust-Kut,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('105.716276'), Decimal('56.857224'))"
Ust-Maya,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('134.452645'), Decimal('60.364288'))"
Ust-Nera,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.118711'), Decimal('64.549707'))"
Ust-Khairyuzovo,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('156.738087'), Decimal('57.094231'))"
Ust-Tsilma,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.18592'), Decimal('65.432179'))"
Ufa,2019,235.41,386.65,459.51,355.43,364,331.66,398.54,445.46,301.65,353.56,406.3,423.33,4461.5,"(Decimal('55.883529'), Decimal('54.566329'))"
Ukhta,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.804729'), Decimal('63.555549'))"
Khabarovsk (MVL),2019,0.29,0,0.78,0,0,0,0,0,0,0,0,0,1.07,"(Decimal('135.171082'), Decimal('48.525706'))"
Khabarovsk (New),2019,1172.63,1582.55,1454.54,1565.66,1432.78,1459.77,1673.93,1709.6,1762.66,1781.76,1858.01,1951.01,19404.9,"(Decimal('135.171082'), Decimal('48.525706'))"
royal,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.849746'), Decimal('62.786965'))"
Khanty-Mansiysk,2019,29.47,38.42,40.98,44.59,39.1,38.2,39.96,58.86,47.89,50.43,46.03,63.06,536.99,"(Decimal('69.095798'), Decimal('61.026144'))"
Harwell,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('59.555959'), Decimal('66.84556'))"
Khatanga,2019,0,0,0,0,33.43,78.6,100.52,78.35,91.75,129.92,96.14,164.23,772.94,"(Decimal('102.473016'), Decimal('71.978434'))"
Herpuchi,2019,0.12,0.16,0.21,0.21,0.4,0.42,0.35,0.62,0.42,0.41,0.31,0.49,4.12,"(Decimal('138.824395'), Decimal('52.976379'))"
Honuu (Girl),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.251985'), Decimal('66.451866'))"
Khorey Vere,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.04802'), Decimal('67.416494'))"
remedy,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('118.27157'), Decimal('56.912812'))"
Cheboksary,2019,1.1,2.9,2.5,3.6,1.9,2.1,2,2.1,3.5,3.4,1.7,3.9,30.7,"(Decimal('47.320195'), Decimal('56.082722'))"
Chyegdomyn,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Chelyabinsk (Balandino),2019,165.64,207.51,231.72,240.19,207.89,229.32,243.89,252.67,244.5,261.76,262.94,333.55,2881.58,"(Decimal('61.509282'), Decimal('55.298164'))"
Cherepovets,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.02088'), Decimal('59.281551'))"
Cherskiy,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('161.32298'), Decimal('68.747259'))"
Chizha,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.366705'), Decimal('67.084013'))"
Reads (tub),2019,148.04,145.79,237.52,231.02,238.98,235.48,218.78,281.54,230.96,194.3,202.04,245.59,2610.04,"(Decimal('113.306492'), Decimal('52.020464'))"
Çokurdah,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('147.90427'), Decimal('70.623269'))"
Çumikan,2019,1.61,1.39,1.04,1.93,1.25,2.85,1.97,2.52,4.34,4.38,3.42,3.89,30.59,"(Decimal('135.28347'), Decimal('54.69673'))"
Shakhtars'k,2019,0,0,0,0.03,0.03,0.12,0.02,0.07,0.02,0.38,0.03,0.04,0.74,"(Decimal('142.076602'), Decimal('49.189684'))"
Şoyna,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.156661'), Decimal('67.872927'))"
Shushenskoe,2019,0,0,0,0,0,0,0.5,2.67,3.25,0,0,0,6.42,"(Decimal('92.048274'), Decimal('53.388274'))"
Egvekinot (Bay Cross),2019,1,1,2,1,4,4,6,5,5,9,6,8,52,"(Decimal('-179.089626'), Decimal('65.885249'))"
Ekimçan,2019,0,0,0,0,0,0.09,0.16,0.18,0,0,0,0,0.43,"(Decimal('132.950411'), Decimal('53.074423'))"
Elista,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.330575'), Decimal('46.369401'))"
South kurilsk (Mendeleevo),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('145.681308'), Decimal('43.959284'))"
Yuzhno-(Khomutovo),2019,527.55,672.4,831.38,1115.86,790.76,925.33,788.2,833.56,861.09,941.18,986.61,1024.39,10298.31,"(Decimal('142.723677'), Decimal('46.886967'))"
Yakutsk,2019,356.46,536.9,608.5,646.55,656.28,768.75,728.59,733.29,804.57,952.65,1089.42,1256.78,9138.74,"(Decimal('129.750225'), Decimal('62.086594'))"
Yakutsk (Magan),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-6.226888'), Decimal('8.607871'))"
Yamburg,2019,0,0,0.15,0.07,0.04,0.03,0.52,0.07,0,0.05,0.02,0.36,1.31,"(Decimal('75.097783'), Decimal('67.980026'))"
Yaroslavl (Tunoshna),2019,46.99,0,0,22.6,54.9,45.31,0,0,16.87,0,0,0,186.67,"(Decimal('40.170054'), Decimal('57.56231'))"
Yartsevo,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('90.203907'), Decimal('60.252931'))"
Abakan,2018,63.39,60.98,69.46,88.62,83.81,64.99,49.64,70.26,87.35,76.78,80.19,98.93,894.4,"(Decimal('91.399735'), Decimal('53.751351'))"
Aikhal,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('111.543324'), Decimal('65.957161'))"
Loss,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('125.398355'), Decimal('58.602489'))"
Amderma,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('61.577429'), Decimal('69.759076'))"
Anadyr,2018,112.58,267.65,221.77,331.37,160.45,89.77,109.29,95.99,103.77,97.12,137.48,204.53,1931.77,"(Decimal('177.738273'), Decimal('64.713433'))"
Anapa (Vitjazevo),2018,43.38,50.43,50.43,61.64,63.94,77.29,82.3,81.2,75,71.12,63.27,74.47,794.47,"(Decimal('37.341511'), Decimal('45.003748'))"
Apatite (Khibiny),2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('33.581999'), Decimal('67.459641'))"
Arkhangelsk (Vaskovo),2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('40.706789'), Decimal('64.592645'))"
Arkhangelsk (Talagy),2018,119.56,130.61,166.54,211.94,214.98,132.86,122.48,165.11,121.52,126.28,251.12,256.51,2019.51,"(Decimal('40.714892'), Decimal('64.596138'))"
Astrakhan (Narimanovo),2018,47.67,53.47,63.11,69.69,66.51,53.62,68.75,77.58,76,81.5,78.72,90.84,827.46,"(Decimal('47.999896'), Decimal('46.287344'))"
Trip,2018,0,0,0,0,0,0,1.82,2.1,5.54,2.32,4.89,5.2,0,"(Decimal('138.042241'), Decimal('56.431311'))"
Barnaul (Titov Name),2018,0,0,0,0,0,0,210,244.4,232.6,247.1,240.3,277,0,"(Decimal('83.547723'), Decimal('53.361377'))"
In Salah,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('130.399707'), Decimal('67.792415'))"
white Mountain,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('146.228094'), Decimal('68.553931'))"
Belgorod,2018,0,0,0,0,0,0,0,3.7,4.41,8.04,4.76,6.34,0,"(Decimal('36.570541'), Decimal('50.645157'))"
Novy Urengoy,2018,6.5,3.9,6.5,9.6,11.7,4.9,7,9.2,4.2,8.4,15,14.7,101.6,"(Decimal('66.694583'), Decimal('63.697412'))"
Belushi,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.623466'), Decimal('66.887693'))"
Usinsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.046174'), Decimal('63.927111'))"
Beringovsky (Branch PCF "A / P Chukotka"),2018,0,0,0,0,0,0,0,2,1,2,10,9,0,"(Decimal('179.293427'), Decimal('63.025373'))"
Blagoveshchensk,2018,195.2,173.1,200.2,186.9,199.3,185.6,178.8,206.3,214.4,217.4,278.4,341.7,2577.3,"(Decimal('127.407536'), Decimal('50.42238'))"
Bovanenkovo,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('68.338149'), Decimal('70.319169'))"
Bogorodskoe,2018,0,0,0,0,0,0,0.29,0.31,0.17,0.16,0.07,0.07,0,"(Decimal('140.445792'), Decimal('52.376818'))"
Bodaybo,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.225855'), Decimal('57.857975'))"
Bratsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('101.703088'), Decimal('56.365054'))"
Bryansk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.182693'), Decimal('53.213493'))"
Bugulma,2018,2.04,1.4,1.71,1.1,1.57,0.96,1.82,1.41,1.54,1.82,1.32,1.15,17.84,"(Decimal('52.790306'), Decimal('54.634026'))"
Varandey,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.202862'), Decimal('68.846223'))"
Верхневилюйск,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('120.278784'), Decimal('63.457425'))"
Vizhas,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.901117'), Decimal('66.637077'))"
Viljujsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('121.691798'), Decimal('63.754713'))"
Vladivostok (Knevichi),2018,1480.63,1663.7,1945.98,1759.2,1817.6,1891.51,2082.26,2296.72,2273.55,2417.59,2321.99,2635.39,24586.12,"(Decimal('132.165103'), Decimal('43.396702'))"
Vladikavkaz (Beslan),2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.604633'), Decimal('43.201857'))"
Vladimir,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('40.316228'), Decimal('56.123257'))"
Volgograd (Gumrak),2018,53,62,69,70,74,72,64,67,74,73,78,101,857,"(Decimal('44.356743'), Decimal('48.792276'))"
Vologda,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.936025'), Decimal('59.284144'))"
Volokovaya,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('48.238974'), Decimal('66.483341'))"
Vorkuta,2018,4.44,3.15,4.5,3.67,4.9,5.69,12.85,12.6,12.3,7.58,5.36,12.62,89.66,"(Decimal('64.00447'), Decimal('67.490244'))"
Voronezh (Chertovitskoe),2018,12.37,16.76,14.77,15.98,15.69,14.4,13.3,13.55,16.86,16.69,22.61,22.04,195.02,"(Decimal('39.225359'), Decimal('51.812576'))"
Gelendzhik,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.025156'), Decimal('44.593815'))"
Gorno-Altaisk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('85.841302'), Decimal('51.969985'))"
Terrible (North),2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.699751'), Decimal('43.384707'))"
deputy,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('139.903775'), Decimal('69.391802'))"
Dixon,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('80.383003'), Decimal('73.516386'))"
Ekaterinburg (Koltsovo),2018,1078.02,1953.6,1486.35,1600.5,1468.27,1404.05,1461.95,1614.94,1443.08,1679.58,1528.53,1707.16,18426.03,"(Decimal('60.802263'), Decimal('56.750256'))"
Erbogaçen,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('108.019592'), Decimal('61.274815'))"
Jigansk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('123.362449'), Decimal('66.788511'))"
Zhukovsky,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.117727'), Decimal('55.56167'))"
Gulf Lawrence (Lawrence),2018,0,0,0,0,0,0,0,4,4,4,10,13,0,"(Decimal('-71.970927'), Decimal('46.619124'))"
Zeyskaya,2018,0,0,0,0,0,0,0.75,1,0.94,0.76,1.12,0.97,0,"(Decimal('127.087987'), Decimal('53.690803'))"
Zыrjanka,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('150.898525'), Decimal('65.740391'))"
Ivanovo (Yuzhny),2018,22.6,13.41,36.9,0.09,15.63,32.31,10.93,15.55,0.14,0,24.53,42.87,214.96,"(Decimal('40.94371'), Decimal('56.942303'))"
Igarka,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('86.61538'), Decimal('67.442834'))"
Vorkuta,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('64.434979'), Decimal('63.201582'))"
Izhevsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.45064'), Decimal('56.830871'))"
Izhma,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.962626'), Decimal('65.026271'))"
Indiga,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('49.047682'), Decimal('67.645944'))"
Inta,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('60.11825'), Decimal('66.053127'))"
Yoshkar-Ola,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.906786'), Decimal('56.700099'))"
Irkutsk,2018,537.06,585.51,664.3,708.59,805.66,744.31,723.36,760.25,765.28,755.91,967.09,911.71,8929.03,"(Decimal('104.355777'), Decimal('52.273103'))"
Kazan,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('49.298591'), Decimal('55.608089'))"
Kaliningrad (Hrabrovo),2018,429.39,433.88,522.46,531.76,623.16,557.76,513.04,662.57,608.79,623.33,643.69,738.16,6887.99,"(Decimal('20.58582'), Decimal('54.883038'))"
Kaluga,2018,0,0,0,0,0,0,0.67,0.76,0.9,0.74,0.63,0.67,0,"(Decimal('36.366974'), Decimal('54.54689'))"
Karatayka,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('61.412462'), Decimal('68.764539'))"
Kemerovo,2018,75.86,99.62,108.26,114.36,105.77,106.25,110.63,116.88,118.46,118.53,110.6,136.72,1321.94,"(Decimal('86.118863'), Decimal('55.28199'))"
Keperveem,2018,44,165,217,124,119,121,22,69,100,85,142,204,1412,"(Decimal('166.145801'), Decimal('67.844582'))"
Ust-kut,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('108.051455'), Decimal('57.770078'))"
Kirov,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('49.346758'), Decimal('58.4975'))"
Kogalym,2018,48.4,73.64,11.99,9.99,4.9,3.97,7.02,10.15,7.66,3.89,4.45,8.05,194.11,"(Decimal('74.5295'), Decimal('62.195565'))"
Kodinsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('99.102052'), Decimal('58.47899'))"
Komsomolsk-on-Amur,2018,64.54,230.48,189.29,179.02,197.23,124.96,53.08,88.03,67.6,115.29,162.32,285.19,1757.03,"(Decimal('136.929004'), Decimal('50.403351'))"
Kondinskoye,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('67.421005'), Decimal('59.654312'))"
Kostroma,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('41.013303'), Decimal('57.807633'))"
Kotkin,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('51.114283'), Decimal('67.027658'))"
Kotlas,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('46.703403'), Decimal('61.237562'))"
Krasnodar (Paszkowski),2018,344.77,490.62,557.63,637.57,606.73,545,522.4,564.69,566.84,545.97,573.79,571.34,6527.35,"(Decimal('39.139669'), Decimal('45.033923'))"
Krasnoselkup,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('82.460555'), Decimal('65.716517'))"
Krasnoyarsk (Emelyanovo),2018,763.99,908.44,1167.59,1273.17,1468.51,1226.47,1211.86,1403.88,1305.59,1399.62,1668.46,1709.24,15506.82,"(Decimal('92.486391'), Decimal('56.180578'))"
Krasnoyarsk (Cheremshanka),2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('92.486391'), Decimal('56.180578'))"
Mound,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.411582'), Decimal('55.462896'))"
Kurilsk (Clear),2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('145.681308'), Decimal('43.959284'))"
Kursk (Eastern),2018,0,0,0,0,0,0,0.7,0.3,0.2,0.4,0.2,0.3,0,"(Decimal('36.282442'), Decimal('51.749429'))"
red,2018,0.98,0.68,0.38,0.52,0.44,0.47,1.38,4.8,0.72,2.88,0.36,1.2,14.81,"(Decimal('94.40495'), Decimal('51.676108'))"
Labozhskoe,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.092791'), Decimal('67.329986'))"
Zabaykalsk,2018,16.79,21.72,24.87,41.68,74.54,45.63,44.85,52.36,40.74,59.73,59.92,45.08,527.91,"(Decimal('114.831553'), Decimal('60.722585'))"
Лешуконское,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.739403'), Decimal('64.893683'))"
Lipetsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.524561'), Decimal('52.698037'))"
Magadan (Falcon),2018,0,0,0,0,0,0,684,687,610,699,644,731,0,"(Decimal('150.73116'), Decimal('59.914272'))"
Magnitogorsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.761516'), Decimal('53.391002'))"
Mom,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.894758'), Decimal('58.314348'))"
Manila,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('165.340345'), Decimal('62.48391'))"
brand,2018,0,0,0,0,0,0,0,6,5,1,15,27,0,"(Decimal('170.415063'), Decimal('64.668558'))"
Makhachkala (Uytash),2018,77,90.3,97.5,78.7,91.3,82.5,87.9,107.2,79.3,92.2,105.8,140.2,1129.9,"(Decimal('47.655707'), Decimal('42.820909'))"
Mezhdurechensk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Mezen,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.214755'), Decimal('65.873771'))"
Milkovo,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.568826'), Decimal('54.681956'))"
Mineral water,2018,94.96,115.89,148,118.23,114.74,108.96,167.94,132.07,155.98,160.68,172.16,196.86,1686.47,"(Decimal('43.087648'), Decimal('44.217799'))"
Peaceful,2018,559.1,532.09,688.65,785.74,929.85,657.97,469.96,593.53,578.72,690.36,937.86,728.2,8152.03,"(Decimal('114.022431'), Decimal('62.531382'))"
Moscow (Vnukovo),2018,3722.28,5222.28,5558.45,5522.41,4936.49,5226.89,5493.41,5729.53,5893.07,5247.11,4542.83,5509.7,62604.45,"(Decimal('37.295014'), Decimal('55.608562'))"
Moscow (Domodedovo),2018,8302.24,10126.18,9755.39,9397.39,11327.33,9621.69,10301.11,10307.97,9364.02,9869.74,10351.3,11629.81,120354.17,"(Decimal('37.767995'), Decimal('55.437168'))"
Moscow (Ostafyevo),2018,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Moscow (Sheremetyevo),2018,21304.8,19179.2,24478.7,24709.4,25152.3,30202.6,26344.8,26060.4,26320.5,28050.5,28855.9,28025.3,308684.4,"(Decimal('37.405974'), Decimal('55.962962'))"
Мотыгино,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('94.738926'), Decimal('58.181907'))"
Murmansk,2018,109.49,129.69,141.71,225.06,145.39,122.1,126.54,140.94,146.58,148.3,157.1,195.25,1788.15,"(Decimal('32.758163'), Decimal('68.784743'))"
Cape-Stone,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Nadym,2018,22.93,25.43,31.29,31.45,34.2,26.61,30.46,27.74,36.64,29.86,38.86,40.94,376.41,"(Decimal('72.69258'), Decimal('65.479934'))"
Nazran (Magas / Sleptsovskaya),2018,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Nalchik,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('43.635863'), Decimal('43.508409'))"
Naryan-Mar,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.086319'), Decimal('67.633534'))"
Nelkan,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.162463'), Decimal('57.648494'))"
Nerungri (Chulman),2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('124.899763'), Decimal('56.905386'))"
Nes,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.666347'), Decimal('66.596872'))"
Nižneangarsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('109.599145'), Decimal('55.801344'))"
Nizhnevartovsk,2018,225.2,320.5,333.1,334.2,334.8,210.4,148.8,144.8,171.4,245.8,300.3,251.1,3020.4,"(Decimal('76.494691'), Decimal('60.951112'))"
Kazan (Begiševo),2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.101325'), Decimal('55.564404'))"
Nizhneudinsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('99.063101'), Decimal('54.896019'))"
Nizhny Novgorod (Strigino),2018,44.47,58.61,63.54,69.95,68.09,69.42,67.97,70.2,70.29,102.67,79.68,89.68,854.57,"(Decimal('43.791127'), Decimal('56.219628'))"
lower Pesha,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.722119'), Decimal('66.739662'))"
Nikolaevsk-on-Amur,2018,4,4.41,3.41,4.2,5.91,1.8,2.1,1.79,1.82,2.91,4.02,5.23,41.6,"(Decimal('140.663597'), Decimal('53.149961'))"
Nikolskoye,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('166.043519'), Decimal('55.177036'))"
Novokuznetsk,2018,111.1,181.9,198.5,92.1,89.8,208.9,87.2,89.7,88.1,94.8,94.2,112.9,1449.2,"(Decimal('86.864303'), Decimal('53.805377'))"
Novosibirsk (Tolmachyovo),2018,1340.5,1669.4,2134.1,2176.7,2136,1967.4,1919.1,2202,2027.2,2211.8,2396.1,2460.6,24640.9,"(Decimal('82.667491'), Decimal('55.009425'))"
New Urengoy,2018,232.2,357.8,294.1,450.5,452.5,405.6,256.7,230.7,245.4,290.81,308.4,380.91,3905.62,"(Decimal('76.522422'), Decimal('66.072965'))"
Nogliki,2018,0,0,0,0,0,0,0,5.56,5.6,5.42,6.22,3.93,0,"(Decimal('143.140926'), Decimal('51.788476'))"
Norilsk,2018,651.24,1067.88,1185.86,1051.95,1340.14,456.74,165.56,172.26,295.5,889.21,1035.78,1061.6,9373.72,"(Decimal('87.342342'), Decimal('69.325039'))"
Noyabrsk,2018,32.72,51.8,50.8,53.19,51.55,51.18,46.47,46.47,50.87,53.73,50.94,60.76,600.48,"(Decimal('75.274455'), Decimal('63.181841'))"
Нюрба,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('118.364259'), Decimal('63.298313'))"
Nyagan,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.605995'), Decimal('62.101946'))"
Luengo,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('156.534636'), Decimal('51.501392'))"
Olekminsk,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('120.464672'), Decimal('60.397143'))"
SUV,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.47608'), Decimal('68.514229'))"
ohm,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('46.507902'), Decimal('66.65247'))"
Omolon,2018,0,0,0,0,0,0,0,13,4,22,16,18,0,"(Decimal('160.545443'), Decimal('65.236944'))"
Omsk (central),2018,187,230,262,265,257,269,254,272,266,286,304,342,3194,"(Decimal('73.007305'), Decimal('55.085528'))"
Omsukçan,2018,0,0,0,0,0,0,33.6,29.24,19.61,30.36,31.75,7.93,0,"(Decimal('155.740193'), Decimal('62.459104'))"
Orenburg (central),2018,93.45,101.95,104.92,102.49,97.96,95.44,96.09,106.31,109.6,106.02,104.94,122.21,1241.38,"(Decimal('55.457063'), Decimal('51.79139'))"
Ossora,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('163.064409'), Decimal('59.232256'))"
Okha,2018,0,0,0,0,0,0,0,6.33,7.28,11.33,5.25,7.35,0,"(Decimal('142.890431'), Decimal('53.517945'))"
Okhotsk,2018,0,0,0,0,0,0,84.12,59.79,51.33,89.1,76.82,121.06,0,"(Decimal('143.065575'), Decimal('59.413192'))"
