Date,Fruit,Sale
2019-04-13,Grape,2
2019-11-25,Apple,16
2019-06-14,Grape,6
2019-08-26,Peach,3
2019-03-08,Peach,7
2019-03-31,Apple,17
2019-12-07,Banana,0
2019-08-15,Grape,11
2019-02-13,Banana,17
2019-06-22,Grape,2
2019-03-17,Grape,3
2019-02-18,Grape,19
2019-12-17,Pear,1
2019-07-02,Grape,20
2019-05-27,Apple,14
2019-10-26,Peach,9
2019-12-24,Apple,16
2019-12-01,Banana,27
2019-10-17,Apple,24
2019-08-14,Apple,1
2019-11-09,Apple,17
2019-06-11,Peach,12
2019-02-22,Pear,18
2019-01-29,Apple,23
2019-01-21,Grape,20
2019-12-19,Peach,7
2019-07-15,Apple,1
2019-03-13,Peach,23
2019-08-23,Peach,5
2019-09-30,Banana,13
2019-02-24,Apple,15
2019-11-14,Apple,28
2019-04-25,Apple,19
2019-07-02,Pear,18
2019-07-19,Banana,22
2019-09-18,Peach,14
2019-02-03,Apple,18
2019-12-16,Pear,18
2019-06-04,Pear,6
2019-08-07,Peach,9
2019-01-03,Peach,14
2019-08-15,Banana,1
2019-05-31,Grape,26
2019-08-07,Apple,2
2019-05-12,Pear,6
2019-10-06,Peach,24
2019-09-05,Grape,18
2019-01-17,Grape,23
2019-12-27,Peach,16
2019-02-26,Peach,16
2019-01-16,Pear,4
2019-07-11,Apple,7
2019-05-19,Apple,14
2019-05-16,Apple,6
2019-04-16,Peach,11
2019-04-18,Pear,17
2019-01-29,Grape,19
2019-11-15,Pear,4
2019-08-04,Apple,14
2019-07-21,Peach,16
2019-10-21,Grape,21
2019-02-24,Pear,7
2019-06-17,Apple,0
2019-09-02,Apple,25
2019-08-30,Apple,19
2019-02-26,Apple,13
2019-01-03,Pear,13
2019-01-03,Apple,5
2019-04-23,Pear,27
2019-11-11,Pear,20
2019-09-11,Apple,20
2019-01-18,Peach,16
2019-04-05,Pear,16
2019-12-06,Pear,4
2019-08-08,Pear,4
2019-11-07,Peach,7
2019-09-28,Peach,1
2019-12-06,Grape,17
2019-10-23,Banana,25
2019-02-08,Pear,26
2019-10-07,Banana,21
2019-02-07,Peach,27
2019-10-19,Peach,15
2019-03-05,Apple,14
2019-07-21,Grape,17
2019-10-25,Apple,16
2019-09-25,Banana,4
2019-11-19,Grape,22
2019-06-03,Banana,22
2019-08-25,Peach,0
2019-08-31,Peach,10
2019-04-26,Grape,12
2019-06-16,Grape,27
2019-09-21,Grape,6
2019-01-24,Banana,18
2019-03-14,Grape,2
2019-02-06,Grape,22
2019-03-27,Apple,7
2019-03-16,Pear,2
2019-06-10,Peach,24
2019-08-27,Grape,22
2019-08-15,Grape,2
2019-01-28,Peach,15
2019-03-28,Banana,29
2019-04-04,Peach,11
2019-01-29,Banana,10
2019-12-23,Peach,16
2019-04-22,Grape,3
2019-10-02,Peach,7
2019-10-04,Pear,23
2019-08-14,Pear,22
2019-10-05,Pear,16
2019-03-23,Peach,8
2019-01-01,Grape,12
2019-07-10,Peach,12
2019-09-06,Banana,17
2019-09-16,Peach,9
2019-01-26,Pear,11
2019-09-12,Peach,26
2019-07-18,Peach,4
2019-04-10,Peach,10
2019-07-30,Grape,16
2019-06-26,Peach,17
2019-04-07,Apple,16
2019-05-24,Banana,17
2019-10-18,Peach,5
2019-04-29,Peach,27
2019-05-01,Banana,18
2019-11-09,Banana,19
2019-01-05,Grape,26
2019-10-13,Apple,26
2019-04-20,Peach,0
2019-10-09,Grape,15
2019-11-30,Pear,21
2019-09-23,Peach,2
2019-09-20,Grape,25
2019-03-19,Peach,16
2019-12-23,Apple,6
2019-05-15,Grape,10
2019-08-03,Banana,17
2019-10-03,Apple,4
2019-11-03,Pear,21
2019-08-22,Peach,18
2019-04-06,Pear,7
2019-01-17,Grape,7
2019-05-08,Peach,21
2019-04-18,Apple,10
2019-08-15,Peach,15
2019-12-24,Peach,6
2019-10-22,Peach,0
2019-08-11,Peach,21
2019-08-06,Apple,4
2019-07-31,Peach,0
2019-03-04,Banana,24
2019-07-03,Apple,6
2019-11-17,Pear,22
2019-10-26,Peach,13
2019-09-17,Apple,2
2019-05-11,Apple,8
2019-01-04,Pear,12
2019-01-31,Grape,29
2019-05-14,Pear,29
2019-08-08,Pear,18
2019-06-02,Peach,23
2019-04-01,Grape,16
2019-02-10,Grape,2
2019-10-27,Apple,28
2019-09-13,Grape,21
2019-11-23,Grape,20
2019-04-10,Apple,21
2019-02-10,Apple,0
2019-05-24,Peach,29
2019-11-13,Peach,3
2019-04-17,Pear,7
2019-06-24,Pear,28
2019-04-12,Apple,24
2019-11-03,Apple,19
2019-07-21,Peach,23
2019-08-04,Banana,16
2019-05-28,Grape,21
2019-12-26,Apple,17
2019-05-05,Apple,27
2019-05-17,Apple,20
2019-09-13,Apple,29
2019-03-05,Apple,14
2019-03-07,Grape,24
2019-06-01,Peach,11
2019-07-25,Apple,10
2019-12-02,Peach,24
2019-10-12,Banana,6
2019-11-23,Pear,17
2019-01-23,Apple,5
2019-03-13,Pear,22
2019-07-12,Pear,24
2019-07-28,Apple,1
2019-01-07,Apple,7
2019-07-19,Pear,3
2019-05-25,Pear,14
2019-03-10,Apple,11
2019-06-15,Pear,12
2019-07-29,Grape,16
2019-06-12,Banana,0
2019-12-26,Banana,29
2019-02-10,Apple,6
2019-06-16,Pear,16
2019-04-19,Grape,13
2019-07-16,Apple,8
2019-04-15,Pear,28
2019-06-05,Grape,12
2019-04-02,Grape,1
2019-08-18,Banana,19
2019-10-04,Grape,10
2019-10-18,Grape,11
2019-10-08,Peach,15
2019-05-09,Grape,21
2019-12-10,Banana,12
2019-07-12,Apple,3
2019-01-27,Apple,7
2019-04-05,Grape,24
2019-06-15,Peach,15
2019-06-22,Grape,21
2019-08-23,Apple,2
2019-11-20,Peach,5
2019-01-16,Grape,13
2019-08-25,Apple,19
2019-01-16,Apple,6
2019-04-23,Grape,11
2019-02-09,Apple,25
2019-02-26,Apple,8
2019-03-08,Peach,14
2019-08-11,Apple,29
2019-04-16,Grape,10
2019-03-07,Peach,15
2019-06-22,Peach,14
2019-06-21,Peach,24
2019-12-14,Peach,9
2019-10-12,Peach,11
2019-10-23,Grape,29
2019-07-12,Peach,7
2019-07-04,Apple,10
2019-08-26,Apple,28
2019-10-14,Apple,21
2019-03-15,Grape,19
2019-06-03,Grape,13
2019-09-23,Apple,16
2019-01-21,Peach,27
2019-04-21,Grape,16
2019-10-21,Peach,0
2019-06-20,Grape,29
2019-01-13,Pear,3
2019-08-12,Peach,27
2019-11-01,Grape,9
2019-02-14,Banana,13
2019-11-06,Pear,11
2019-01-14,Apple,15
2019-06-23,Grape,2
2019-12-03,Pear,0
2019-12-28,Peach,13
2019-06-21,Peach,11
2019-12-11,Peach,11
2019-07-14,Grape,23
2019-10-09,Pear,18
2019-01-02,Peach,8
2019-06-05,Banana,24
2019-05-19,Pear,26
2019-09-25,Apple,0
2019-05-15,Peach,19
2019-05-30,Grape,6
2019-11-09,Grape,21
2019-08-29,Grape,9
2019-04-29,Apple,5
2019-09-18,Grape,18
2019-08-01,Peach,25
2019-10-16,Apple,14
2019-09-22,Pear,24
2019-12-08,Pear,14
2019-05-09,Grape,4
2019-11-26,Peach,7
2019-07-07,Pear,15
2019-06-17,Peach,27
2019-12-12,Apple,20
2019-11-12,Banana,7
2019-01-18,Banana,2
2019-01-24,Pear,15
2019-06-11,Peach,16
2019-03-17,Grape,23
2019-02-21,Grape,19
2019-10-15,Apple,8
2019-11-11,Peach,10
2019-04-24,Pear,8
2019-08-18,Grape,22
2019-05-15,Pear,7
2019-12-29,Peach,0
2019-03-23,Peach,14
2019-02-28,Pear,6
2019-11-19,Apple,16
2019-04-21,Apple,13
2019-12-25,Banana,7
2019-04-20,Apple,28
2019-12-19,Peach,0
2019-04-20,Grape,28
2019-01-31,Pear,16
2019-06-23,Banana,21
2019-10-07,Peach,2
2019-11-16,Grape,14
2019-02-16,Pear,22
2019-04-07,Apple,29
2019-09-19,Peach,8
2019-07-19,Grape,29
2019-10-06,Apple,17
2019-01-13,Banana,16
2019-07-22,Grape,3
2019-04-06,Peach,5
2019-06-10,Peach,6
2019-03-21,Banana,21
2019-09-25,Pear,0
2019-11-22,Grape,13
2019-10-21,Pear,7
2019-06-04,Grape,25
2019-09-08,Banana,9
2019-06-23,Apple,19
2019-02-05,Pear,0
2019-05-26,Grape,11
2019-06-13,Banana,24
2019-03-09,Grape,22
2019-08-26,Grape,1
2019-10-01,Grape,29
2019-04-25,Peach,6
2019-10-27,Grape,0
2019-11-03,Banana,2
2019-04-19,Grape,25
2019-04-29,Banana,0
2019-04-24,Peach,1
2019-01-25,Banana,4
2019-07-31,Pear,3
2019-09-21,Peach,12
2019-06-26,Pear,14
2019-01-29,Peach,3
2019-12-24,Peach,3
2019-11-19,Grape,7
2019-10-19,Pear,17
2019-05-21,Grape,20
2019-05-30,Apple,10
2019-01-12,Grape,14
2019-05-20,Apple,0
2019-11-19,Grape,20
2019-09-15,Pear,3
2019-09-11,Grape,12
2019-05-09,Apple,0
2019-10-09,Banana,23
2019-07-24,Peach,2
2019-06-20,Peach,9
2019-09-27,Peach,11
2019-03-26,Pear,28
2019-11-13,Apple,24
2019-07-22,Grape,5
2019-01-04,Grape,2
2019-11-24,Apple,14
2019-03-06,Pear,12
2019-05-20,Peach,11
2019-05-10,Pear,27
2019-04-18,Grape,4
2019-12-03,Pear,2
2019-02-04,Peach,20
2019-08-13,Pear,14
2019-05-09,Peach,17
2019-01-31,Apple,18
2019-08-28,Grape,19
2019-06-17,Apple,22
2019-04-14,Peach,20
2019-08-17,Banana,21
2019-09-22,Peach,21
2019-08-22,Pear,22
2019-02-02,Peach,0
2019-05-10,Apple,10
2019-08-13,Apple,13
2019-12-06,Banana,15
2019-05-20,Banana,18
2019-06-25,Grape,24
2019-09-18,Peach,16
2019-04-01,Grape,15
2019-08-06,Grape,10
2019-01-04,Pear,0
2019-11-30,Pear,26
2019-08-29,Banana,25
2019-04-28,Pear,8
2019-08-08,Pear,25
2019-08-20,Pear,23
2019-03-11,Grape,21
2019-08-23,Peach,15
2019-12-21,Peach,7
2019-03-15,Peach,14
2019-06-24,Peach,14
2019-09-29,Grape,19
2019-11-11,Banana,21
2019-03-21,Peach,22
2019-11-08,Grape,4
2019-09-15,Grape,23
2019-02-05,Pear,13
2019-10-18,Peach,12
2019-11-23,Peach,6
2019-03-12,Peach,13
2019-10-05,Banana,1
2019-11-06,Peach,26
2019-01-08,Peach,29
2019-01-24,Grape,0
2019-12-25,Banana,21
2019-03-09,Pear,19
2019-04-09,Grape,29
2019-12-23,Peach,18
2019-05-18,Apple,3
2019-02-28,Peach,26
2019-01-22,Apple,9
2019-10-01,Pear,28
2019-02-06,Peach,3
2019-06-27,Grape,12
2019-04-02,Peach,4
2019-05-16,Pear,3
2019-10-02,Pear,14
2019-08-26,Grape,5
2019-06-24,Grape,24
2019-11-17,Grape,22
2019-12-18,Apple,12
2019-03-07,Pear,25
2019-04-17,Apple,16
2019-12-10,Pear,22
2019-10-14,Banana,8
2019-03-05,Peach,11
2019-01-05,Peach,20
2019-03-15,Peach,2
2019-06-04,Apple,9
2019-10-31,Banana,1
2019-05-12,Grape,18
2019-05-08,Peach,10
2019-01-17,Peach,13
2019-04-05,Banana,6
2019-04-19,Apple,10
2019-04-28,Pear,3
2019-01-24,Pear,10
2019-09-09,Apple,22
2019-04-20,Peach,29
2019-03-17,Banana,17
2019-08-30,Apple,26
2019-03-23,Apple,12
2019-03-10,Peach,15
2019-03-29,Pear,26
2019-03-08,Banana,21
2019-02-17,Apple,23
2019-02-20,Peach,22
2019-08-01,Peach,22
2019-01-10,Pear,5
2019-02-23,Banana,26
2019-01-12,Grape,28
2019-06-11,Apple,25
2019-06-29,Grape,6
2019-02-07,Peach,0
2019-12-16,Pear,24
2019-09-03,Apple,14
2019-07-03,Peach,9
2019-01-12,Pear,9
2019-11-07,Pear,21
2019-12-23,Pear,11
2019-06-20,Grape,9
2019-10-09,Apple,0
2019-05-21,Apple,14
2019-09-02,Grape,11
2019-10-09,Apple,25
2019-10-23,Peach,1
2019-02-04,Apple,17
2019-08-15,Apple,14
2019-10-30,Grape,6
2019-08-29,Grape,25
2019-04-22,Pear,29
2019-09-05,Peach,8
2019-12-27,Pear,15
2019-07-26,Peach,14
2019-11-17,Apple,3
2019-09-03,Grape,5
2019-04-11,Pear,21
2019-05-14,Apple,18
2019-05-16,Apple,2
2019-07-28,Apple,15
2019-01-01,Banana,25
2019-09-05,Peach,26
2019-02-11,Grape,15
2019-09-13,Pear,15
2019-03-27,Peach,23
2019-09-05,Pear,20
2019-11-21,Apple,23
2019-02-07,Banana,6
2019-10-14,Grape,2
2019-08-08,Grape,0
2019-03-12,Peach,16
2019-11-02,Peach,17
2019-02-27,Peach,25
2019-11-28,Peach,9
2019-06-18,Pear,13
2019-11-08,Pear,10
2019-04-01,Peach,10
2019-05-09,Peach,20
2019-04-05,Grape,16
2019-03-04,Grape,28
2019-11-15,Peach,27
2019-09-01,Apple,6
2019-03-25,Pear,15
2019-01-17,Banana,21
2019-02-05,Peach,27
2019-03-05,Grape,7
2019-08-01,Pear,17
2019-06-28,Apple,17
2019-05-17,Peach,6
2019-09-06,Grape,22
2019-05-14,Pear,25
2019-03-10,Peach,0
2019-03-31,Pear,26
2019-12-29,Banana,26
2019-07-17,Peach,13
2019-06-30,Peach,22
2019-12-24,Grape,16
2019-07-28,Pear,28
2019-10-11,Apple,19
2019-07-12,Pear,9
2019-12-08,Grape,8
2019-09-16,Banana,22
2019-05-09,Apple,22
2019-10-16,Banana,7
2019-12-20,Pear,12
2019-03-07,Apple,6
2019-09-16,Apple,12
2019-11-18,Peach,25
2019-04-16,Peach,5
2019-09-29,Grape,11
2019-09-19,Pear,15
2019-06-23,Grape,0
2019-05-19,Banana,9
2019-08-11,Banana,22
2019-09-01,Peach,22
2019-07-16,Banana,24
2019-07-28,Peach,29
2019-10-15,Peach,10
2019-02-12,Grape,8
2019-09-01,Grape,20
2019-02-24,Apple,4
2019-10-27,Peach,16
2019-05-30,Grape,1
2019-05-10,Peach,11
2019-10-29,Peach,10
2019-09-19,Apple,21
2019-10-30,Grape,23
2019-08-07,Peach,11
2019-09-07,Pear,1
2019-03-22,Grape,16
2019-03-03,Peach,17
2019-05-20,Apple,28
2019-07-07,Peach,5
2019-10-18,Peach,9
2019-09-28,Pear,29
2019-05-26,Pear,15
2019-08-04,Pear,13
2019-01-23,Peach,12
2019-10-30,Grape,14
2019-07-06,Grape,5
2019-12-11,Grape,25
2019-07-15,Apple,26
2019-07-01,Peach,4
2019-12-11,Peach,0
2019-01-25,Peach,2
2019-07-16,Pear,14
2019-05-26,Peach,0
2019-05-18,Apple,16
2019-01-03,Apple,2
2019-05-27,Grape,8
2019-12-12,Peach,20
2019-02-01,Apple,3
2019-01-18,Apple,21
2019-06-04,Pear,22
2019-12-14,Peach,24
2019-06-11,Pear,2
2019-11-21,Pear,5
2019-09-03,Pear,20
2019-08-08,Banana,24
2019-10-11,Banana,13
2019-03-03,Apple,21
2019-10-26,Apple,23
2019-09-15,Peach,8
2019-08-07,Peach,28
2019-05-05,Banana,21
2019-02-28,Peach,2
2019-09-17,Grape,11
2019-04-21,Peach,1
2019-08-06,Peach,27
2019-10-30,Grape,23
2019-03-24,Grape,11
2019-09-21,Banana,1
2019-02-22,Banana,7
2019-09-28,Grape,1
2019-06-17,Grape,15
2019-01-12,Apple,7
2019-03-29,Apple,27
2019-03-25,Peach,0
2019-10-01,Pear,1
2019-11-20,Grape,7
2019-06-23,Banana,23
2019-09-13,Apple,6
2019-07-23,Banana,29
2019-03-15,Grape,29
2019-09-12,Pear,25
2019-01-23,Banana,8
2019-04-11,Grape,2
2019-06-05,Peach,21
2019-09-16,Banana,15
2019-11-03,Pear,12
2019-09-16,Grape,5
2019-11-06,Banana,1
2019-01-12,Apple,18
2019-04-22,Apple,19
2019-05-07,Peach,21
2019-04-15,Grape,14
2019-05-14,Grape,20
2019-08-06,Grape,12
2019-01-17,Grape,15
2019-12-05,Peach,1
2019-07-24,Peach,1
2019-07-19,Peach,23
2019-09-27,Banana,15
2019-06-29,Apple,27
2019-03-10,Apple,5
2019-11-22,Peach,25
2019-10-10,Peach,22
2019-04-27,Grape,25
2019-04-09,Grape,18
2019-10-14,Grape,11
2019-02-24,Peach,11
2019-03-27,Peach,19
2019-07-16,Banana,0
2019-10-29,Peach,4
2019-05-20,Grape,5
2019-08-23,Grape,14
2019-01-17,Apple,17
2019-09-03,Banana,26
2019-10-08,Apple,22
2019-07-08,Banana,20
2019-05-07,Pear,11
2019-01-14,Peach,4
2019-05-29,Peach,19
2019-09-29,Pear,9
2019-07-31,Pear,26
2019-11-02,Apple,1
2019-04-11,Pear,10
2019-09-23,Apple,1
2019-01-20,Grape,11
2019-10-05,Grape,12
2019-12-28,Peach,14
2019-09-23,Peach,27
2019-12-18,Pear,2
2019-07-09,Peach,9
2019-12-22,Peach,14
2019-04-08,Peach,28
2019-01-08,Apple,26
2019-05-01,Pear,2
2019-08-04,Peach,12
2019-04-30,Grape,26
2019-09-23,Grape,23
2019-11-19,Grape,29
2019-04-03,Peach,3
2019-02-10,Banana,25
2019-12-21,Peach,19
2019-05-20,Peach,17
2019-11-08,Banana,3
2019-10-15,Grape,8
2019-03-12,Grape,14
2019-08-19,Grape,16
2019-08-06,Apple,22
2019-06-15,Grape,3
2019-06-01,Pear,19
2019-08-22,Apple,10
2019-05-06,Banana,19
2019-06-10,Peach,28
2019-08-14,Grape,0
2019-08-15,Peach,12
2019-10-06,Grape,18
2019-08-03,Apple,1
2019-07-14,Peach,4
2019-05-29,Pear,17
2019-03-05,Peach,13
2019-08-11,Apple,3
2019-04-18,Grape,13
2019-06-09,Grape,11
2019-08-21,Banana,11
2019-03-12,Grape,12
2019-09-01,Banana,7
2019-06-26,Grape,5
2019-04-13,Peach,14
2019-05-17,Pear,13
2019-08-08,Grape,28
2019-12-26,Pear,14
2019-03-03,Pear,27
2019-06-11,Apple,21
2019-01-30,Pear,5
2019-12-10,Peach,29
2019-03-14,Grape,20
2019-02-25,Grape,23
2019-02-12,Peach,29
2019-12-06,Apple,29
2019-05-29,Pear,2
2019-03-06,Apple,17
2019-07-30,Grape,21
2019-03-23,Pear,5
2019-10-13,Peach,20
2019-04-28,Pear,29
2019-02-01,Pear,19
2019-11-18,Banana,0
2019-05-17,Apple,23
2019-06-04,Pear,1
2019-02-25,Apple,15
2019-04-07,Pear,8
2019-01-19,Grape,18
2019-07-02,Pear,10
2019-11-11,Peach,4
2019-07-16,Apple,17
2019-04-22,Pear,7
2019-02-03,Apple,4
2019-02-10,Apple,24
2019-10-28,Peach,5
2019-01-21,Pear,17
2019-11-27,Apple,23
2019-02-01,Apple,18
2019-09-12,Apple,16
2019-12-15,Peach,0
2019-07-20,Peach,12
2019-02-25,Apple,23
2019-12-19,Grape,10
2019-11-16,Banana,22
2019-07-06,Peach,24
2019-03-24,Peach,29
2019-11-02,Pear,17
2019-02-12,Grape,9
2019-03-27,Grape,17
2019-04-11,Peach,18
2019-10-23,Pear,4
2019-03-24,Peach,17
2019-01-01,Peach,12
2019-10-29,Peach,19
2019-05-20,Apple,26
2019-10-28,Grape,3
2019-12-28,Banana,5
2019-02-12,Grape,28
2019-06-05,Peach,27
2019-02-07,Apple,13
2019-12-25,Apple,8
2019-10-07,Pear,0
2019-11-24,Grape,17
2019-01-01,Banana,10
2019-09-22,Peach,28
2019-03-21,Pear,24
2019-05-16,Pear,20
2019-05-16,Apple,13
2019-12-24,Peach,19
2019-02-14,Grape,23
2019-02-26,Grape,27
2019-01-10,Grape,27
2019-10-18,Pear,12
2019-11-30,Peach,11
2019-07-27,Peach,11
2019-06-26,Apple,20
2019-12-02,Peach,3
2019-06-20,Peach,7
2019-07-18,Banana,15
2019-09-02,Peach,14
2019-05-20,Peach,0
2019-08-29,Peach,18
2019-06-05,Apple,14
2019-01-04,Peach,3
2019-11-05,Grape,15
2019-09-09,Grape,21
2019-12-21,Banana,25
2019-09-17,Banana,13
2019-12-30,Grape,24
2019-03-09,Peach,5
2019-03-23,Peach,4
2019-03-22,Pear,27
2019-12-06,Peach,25
2019-04-24,Apple,17
2019-02-24,Pear,3
2019-04-28,Pear,26
2019-09-22,Banana,16
2019-03-23,Pear,15
2019-05-17,Peach,9
2019-03-12,Apple,13
2019-09-05,Apple,23
2019-11-02,Grape,29
2019-08-17,Peach,27
2019-08-18,Pear,12
2019-05-06,Peach,24
2019-02-10,Peach,21
2019-11-30,Pear,10
2019-01-30,Peach,14
2019-11-02,Peach,4
2019-02-06,Apple,12
2019-01-06,Peach,28
2019-12-14,Banana,23
2019-11-11,Grape,16
2019-08-24,Peach,2
2019-03-10,Grape,22
2019-04-09,Grape,20
2019-10-23,Banana,6
2019-03-26,Apple,0
2019-02-15,Pear,17
2019-05-20,Pear,12
2019-10-15,Peach,22
2019-04-09,Peach,14
2019-09-11,Pear,20
2019-10-31,Peach,9
2019-01-17,Grape,26
2019-10-25,Pear,25
2019-04-13,Grape,20
2019-11-05,Peach,13
2019-03-08,Apple,13
2019-10-16,Pear,29
2019-09-15,Grape,5
2019-10-10,Grape,25
2019-10-09,Banana,4
2019-10-19,Apple,13
2019-02-14,Apple,23
2019-10-31,Apple,4
2019-06-27,Peach,8
2019-04-17,Grape,16
2019-02-01,Peach,2
2019-04-29,Banana,20
2019-08-16,Peach,11
2019-02-19,Peach,20
2019-08-14,Peach,23
2019-04-07,Grape,24
2019-03-31,Apple,20
2019-01-27,Apple,18
2019-03-30,Apple,23
2019-09-20,Pear,14
2019-04-03,Peach,19
2019-04-18,Pear,28
2019-06-28,Peach,14
2019-06-09,Pear,14
2019-10-09,Pear,29
2019-04-18,Peach,11
2019-05-22,Banana,24
2019-08-14,Peach,18
2019-08-09,Peach,4
2019-03-30,Peach,19
2019-09-20,Banana,28
2019-09-13,Peach,26
2019-02-24,Peach,22
2019-04-12,Grape,4
2019-02-09,Banana,6
2019-10-08,Peach,22
2019-12-18,Pear,14
2019-10-18,Peach,21
2019-11-13,Apple,6
2019-08-17,Grape,15
2019-06-15,Banana,21
2019-09-23,Apple,12
2019-03-10,Pear,7
2019-03-24,Apple,22
2019-08-29,Peach,21
2019-07-28,Apple,15
2019-11-15,Pear,13
2019-10-17,Banana,21
2019-05-07,Pear,1
2019-01-06,Peach,27
2019-08-13,Grape,2
2019-04-08,Grape,19
2019-12-25,Apple,28
2019-03-16,Banana,8
2019-06-08,Pear,2
2019-03-22,Grape,25
2019-01-27,Banana,2
2019-07-05,Pear,22
2019-09-16,Peach,8
2019-03-01,Grape,16
2019-05-03,Peach,14
2019-07-23,Apple,14
2019-03-07,Grape,23
2019-04-15,Pear,0
2019-08-07,Peach,22
2019-08-07,Peach,26
2019-05-28,Pear,6
2019-03-08,Banana,2
2019-11-23,Banana,10
2019-03-09,Pear,0
2019-09-04,Peach,15
2019-07-18,Banana,5
2019-11-17,Peach,4
2019-04-26,Peach,8
2019-03-31,Peach,15
2019-10-24,Peach,14
2019-03-07,Banana,9
2019-11-04,Apple,21
2019-01-09,Apple,8
2019-10-25,Peach,26
2019-01-30,Apple,24
2019-10-18,Banana,26
2019-06-26,Banana,0
2019-11-17,Peach,25
2019-03-06,Peach,26
2019-07-04,Peach,11
2019-10-27,Grape,15
2019-03-26,Pear,27
2019-02-04,Banana,11
2019-04-20,Pear,19
2019-04-29,Peach,1
2019-12-23,Apple,28
2019-02-12,Peach,16
2019-03-25,Banana,3
2019-08-26,Grape,5
2019-06-08,Pear,10
2019-10-04,Pear,28
2019-04-30,Pear,20
2019-01-28,Banana,14
2019-10-21,Pear,22
2019-06-27,Grape,25
2019-11-28,Peach,29
2019-06-11,Grape,22
2019-04-22,Peach,25
2019-04-05,Pear,21
2019-12-30,Banana,25
2019-07-05,Banana,16
2019-09-05,Apple,15
2019-11-23,Peach,17
2019-08-22,Peach,2
2019-03-22,Grape,26
2019-06-26,Grape,9
2019-08-07,Peach,29
2019-09-28,Banana,20
2019-12-19,Grape,6
2019-12-03,Banana,25
2019-03-28,Grape,0
2019-04-18,Peach,6
2019-03-24,Apple,7
2019-05-12,Peach,13
2019-03-06,Pear,0
2019-12-15,Grape,15
2019-02-02,Pear,1
2019-05-12,Peach,13
2019-10-28,Peach,26
2019-07-29,Peach,16
2019-04-29,Apple,11
2019-01-17,Pear,20
2019-07-21,Pear,2
2019-03-07,Grape,19
2019-12-14,Pear,24
2019-08-20,Apple,0
2019-05-01,Peach,29
2019-01-01,Peach,26
2019-06-15,Apple,4
2019-07-12,Pear,18
2019-03-22,Apple,22
2019-08-24,Apple,11
2019-01-20,Peach,13
2019-11-23,Grape,16
2019-01-31,Peach,6
2019-07-04,Grape,23
2019-03-23,Grape,16
2019-04-23,Banana,12
2019-02-12,Peach,19
2019-01-14,Grape,4
2019-03-19,Banana,2
2019-11-22,Peach,28
2019-08-10,Pear,16
2019-04-24,Apple,1
2019-08-23,Grape,12
2019-07-15,Grape,6
2019-03-24,Peach,10
2019-04-09,Apple,13
2019-11-19,Pear,14
2019-11-23,Banana,9
2019-02-03,Pear,29
2019-11-22,Apple,15
2019-12-18,Peach,14
2019-09-04,Peach,15
2019-03-09,Peach,25
2019-01-27,Banana,22
2019-08-14,Peach,0
2019-11-04,Banana,20
2019-11-23,Banana,21
2019-11-24,Grape,26
2019-12-05,Grape,19
2019-04-08,Peach,18
2019-08-06,Banana,13
2019-08-24,Grape,23
2019-04-04,Peach,21
2019-06-17,Apple,3
2019-08-17,Peach,14
2019-02-24,Apple,22
2019-06-23,Grape,24
2019-09-22,Pear,5
2019-09-30,Banana,0
2019-05-13,Peach,12
2019-05-02,Grape,26
2019-03-29,Apple,19
2019-10-16,Peach,7
2019-03-21,Pear,7
2019-10-05,Peach,13
2019-04-18,Grape,6
2019-09-15,Peach,22
2019-07-24,Pear,11
2019-11-30,Banana,2
2019-09-08,Apple,15
2019-09-16,Pear,21
2019-04-13,Grape,25
2019-10-15,Apple,13
2019-08-13,Peach,25
2019-08-11,Grape,28
2019-09-11,Peach,21
2019-12-03,Grape,14
2019-02-18,Peach,16
2019-10-19,Peach,22
2019-06-26,Peach,21
2019-05-12,Pear,20
2019-04-25,Banana,10
2019-10-12,Pear,6
2019-05-21,Peach,14
2019-11-26,Grape,2
2019-03-30,Peach,15
2019-09-10,Apple,10
2019-05-13,Peach,0
2019-02-25,Grape,13
2019-06-15,Pear,24
2019-09-02,Banana,12
2019-03-19,Pear,8
2019-08-21,Apple,9
2019-11-27,Apple,18
2019-10-25,Apple,26
2019-06-20,Peach,28
2019-06-20,Grape,16
2019-06-08,Peach,7
2019-06-04,Grape,25
2019-05-06,Banana,7
2019-02-05,Apple,10
2019-04-20,Pear,1
2019-05-22,Banana,19
2019-06-12,Peach,6
2019-01-25,Apple,26
2019-09-29,Peach,8
2019-10-30,Grape,25
2019-07-19,Peach,4
2019-10-28,Peach,27
2019-02-17,Peach,4
2019-10-07,Pear,16
2019-01-24,Peach,26
2019-12-10,Pear,19
2019-08-09,Banana,20
2019-10-12,Banana,15
2019-10-02,Apple,19
2019-06-25,Peach,26
2019-06-02,Peach,2
2019-03-17,Banana,16
2019-02-07,Grape,15
2019-05-24,Grape,9
2019-09-09,Peach,7
2019-10-03,Pear,9
2019-06-28,Banana,11
2019-10-27,Apple,0
2019-08-28,Banana,15
2019-07-25,Grape,20
2019-11-12,Banana,4
2019-11-01,Peach,12
2019-11-14,Peach,15
2019-04-19,Pear,12
2019-11-07,Pear,24
2019-10-21,Apple,1
2019-01-21,Apple,16
2019-10-24,Grape,16
2019-01-26,Peach,29
2019-12-18,Grape,8
2019-04-02,Peach,0
2019-03-11,Pear,29
2019-12-22,Grape,4
2019-01-10,Grape,13
